transaction_id,award_id_piid,parent_award_id,generated_award_id,modification_number,action_date,fiscal_year,action_type_code,action_type_description,transaction_description,transaction_obligated_amount,recipient_name_raw,recipient_uei,recipient_duns,parent_recipient_name,parent_recipient_uei,parent_recipient_duns,recipient_location_city,recipient_location_state,recipient_location_country,awarding_agency,awarding_subagency,awarding_office,funding_agency,funding_subagency,award_type_code,award_type_description,psc_code,psc_description,naics_code,naics_description,period_of_performance_start,period_of_performance_current_end,place_of_performance_city,place_of_performance_state,place_of_performance_country,current_award_amount,potential_award_amount,extent_competed,extent_competed_description,contract_pricing_type,contract_pricing_type_description,set_aside_type,set_aside_type_description,number_of_offers_received,award_detail_available
291830016,80NSSC20F0267,80NSSC19A0005,CONT_AWD_80NSSC20F0267_8000_80NSSC19A0005_8000,0,2019-12-27,2020,,,"IT RESEARCH, ADVISORY AND CONSULTING SERVICES",188594.0,"GARTNER, INC.",CFALLJBGZ697,,"GARTNER, INC.",CFALLJBGZ697,,STAMFORD,CT,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-27,2020-06-30,STAMFORD,CT,UNITED STATES,403218.35,403218.35,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291813363,80LARC17C0013,,CONT_AWD_80LARC17C0013_8000_-NONE-_-NONE-,P00010,2019-12-27,2020,B,B,PARAMETRIC INVESTIGATION,0.0,"ELECTRIC PROPULSION LABORATORY, INC.",D4AEK4RNERG4,,"ELECTRIC PROPULSION LABORATORY, INC.",D4AEK4RNERG4,,MONUMENT,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA LANGLEY RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR13,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),336415,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,2017-09-29,2020-02-28,MONUMENT,CO,UNITED STATES,937570.0,937570.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291830009,80NSSC20F0260,NNG15SD11B,CONT_AWD_80NSSC20F0260_8000_NNG15SD11B_8000,0,2019-12-27,2020,,,"THIS DELIVERY ORDER IS FOR PTC CLOUD SERVICES RENEWAL PER THE ATTACHED QUOTE # CP138373, DATED 12/19/2019. ..PERIOD OF COVERAGE IS 11/16/2019 THROUGH 11/15/2020.  PERIOD OF PERFORMANCE IS DATE OF AWARD THROUGH 11/15/2020.",318810.94,"GOVSMART, INC.",DJACUETFQUL8,,"GOVSMART, INC.",DJACUETFQUL8,,CHARLOTTESVILLE,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-27,2020-11-15,CHARLOTTESVILLE,VA,UNITED STATES,318639.0,318639.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,HZC,HUBZONE SET-ASIDE,1.0,True
291830017,80NSSC20F0268,NNX15MC76B,CONT_AWD_80NSSC20F0268_8000_NNX15MC76B_8000,0,2019-12-27,2020,,,MATLAB RENEWAL,134402.0,"THE MATHWORKS, INC.",YQXBZHMXEVE5,131142747,"THE MATHWORKS, INC.",YQXBZHMXEVE5,131142747,NATICK,MA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,511210,SOFTWARE PUBLISHERS,2019-12-27,2020-12-31,NATICK,MA,UNITED STATES,134402.0,134402.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,,,True
291830019,80NSSC20F0270,80NSSC18A0008,CONT_AWD_80NSSC20F0270_8000_80NSSC18A0008_8000,0,2019-12-27,2020,,,NASA OCSS TRANSFORMATION SUPPORT - TIER 1 SCOPE AND DELIVERABLES,232468.68,"FORRESTER RESEARCH, INC.",NLUTK3FEDPB8,,"FORRESTER RESEARCH, INC.",NLUTK3FEDPB8,,CAMBRIDGE,MA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-27,2021-03-21,CAMBRIDGE,MA,UNITED STATES,724816.57,724816.57,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291810028,80JSC019F0056,SPE60419D8010,CONT_AWD_80JSC019F0056_8000_SPE60419D8010_9700,P00016,2019-12-26,2020,M,M,UTILITIES - ELECTRICITY,-381270.6,"GEXA ENERGY, LP",WJ85A2HTJ978,108114542,FLORIDA POWER & LIGHT COMPANY,RE92DE9FELJ1,122723174,HOUSTON,TX,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA JOHNSON SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,S112,UTILITIES- ELECTRIC,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,2019-01-02,2021-01-31,HOUSTON,TX,UNITED STATES,9002008.15,9182784.19,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291814240,80LARC20FW057,NNG15SD34B,CONT_AWD_80LARC20FW057_8000_NNG15SD34B_8000,0,2019-12-26,2020,,,WINENT PER DVC SNGL UPGRADE SAPK MVL - SELECT - SA INCLUDES 36 MONTH POP - NASA EXTENSION,3843.36,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,GREAT FALLS,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA LANGLEY RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,541519,OTHER COMPUTER RELATED SERVICES,2019-12-26,2019-12-26,HAMPTON,VA,UNITED STATES,3843.36,3843.36,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
291811959,80KSC018F0140,NNK16EA18B,CONT_AWD_80KSC018F0140_8000_NNK16EA18B_8000,P00004,2019-12-26,2020,B,B,"HURRICANE MATTHEW - REPLACEMENT OF WINDOWS, PCN: 99176.3.  THIS MODIFICATION EXTENDS THE PERIOD OF PERFORMANCE 59 DAYS FROM SEPTEMBER 12, 2019 TO NOVEMBER 10, 2019.",0.0,PONTCHARTRAIN PARTNERS LLC,F56KL1YYVP36,79413815,PONTCHARTRAIN PARTNERS LLC,F56KL1YYVP36,79413815,COCOA,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA KENNEDY SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2018-05-30,2019-11-10,ORLANDO,FL,UNITED STATES,150557.39,150557.39,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,,True
311434261,NNN16AA10T,NNN06AA01C,CONT_AWD_NNN16AA10T_8000_NNN06AA01C_8000,8,2019-12-26,2020,D,D,"ROBOTIC SPACE FLIGHT SYSTEMS ENGINEERING, SCIENCE AND TECHNOLOGY DEVELOPMENT SUPPORT  THE CONTRACTOR SHALL PERFORM THE WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE CONTRACTING OFFICER.     THE OVERALL SCOPE OF WORK TO BE PERFORMED WILL SUPPORT ALL OF NASA'S MISSION DIRECTORATES. THESE EFFORTS CAN BE CHARACTERIZED AS AEROSPACE RESEARCH, DEVELOPMENT, AND ENGINEERING SUPPORT (ARDES). THE GENERAL NATURE OF THE TASKS TO BE DEVELOPED WILL BE TO CONDUCT SUPPORTING RESEARCH AND ADVANCED TECHNOLOGY DEVELOPMENT DESIGNED TO MAKE CONTRIBUTIONS TO SPACE SCIENCE AND SPACE EXPLORATION AND ASSIST NASA IN THE FORMULATION AND EXECUTION OF ITS PROGRAMS BY PROVIDING NASA WITH TECHNICAL ADVICE, STUDIES, AND REPORTS OF INVESTIGATIONS. EFFORTS UNDERTAKEN BY THE CONTRACTOR, IN THE PERFORMANCE OF THE ASSIGNED TASKS, WHICH INCLUDE TECHNOLOGY TRANSFER, PARTNERING AND COMMERCIALIZATION ACTIVITIES, SHALL SEEK TO ENHANCE THE VALUE AND CONTRIBUTION OF TECHNOLOGY TO THE NATION IS TECHNOLOGICAL COMPETITIVENESS, PROSPERITY, QUALITY OF LIFE, AND OTHER NATIONAL PRIORITIES.  INDIVIDUAL TASK ORDERS WILL FALL WITHIN ONE OF TWO BROAD CATEGORIES:  1)  ESSENTIAL RESEARCH CAPABILITY OF SPACE SYSTEMS ENGINEERING, AND RELATED WORK IN THE SUPPORTING ESSENTIAL RESEARCH CAPABILITIES OF SYSTEMS TEST AND EVALUATION, INFORMATION TECHNOLOGY, AND SIMULATION, MODELING AND OPERATIONS ANALYSIS.  TASK ORDERS WITHIN THE CATEGORY OF ESSENTIAL RESEARCH CAPABILITIES ARE INTENDED TO PRESERVE THE NATION IS CAPABILITIES TO PERFORM ROBOTIC SPACE MISSIONS OVER THE FULL MISSION LIFE CYCLE FROM CONCEPT FORMULATION THROUGH MISSION OPERATIONS AND DATA ANALYSIS. NASA IS CONTRACTING FOR SUPPORT IN SEVERAL KEY RESEARCH, ENGINEERING AND DEVELOPMENT COMPETENCIES THAT ARE FUNDAMENTAL TO THE PERFORMANCE OF THESE MISSIONS.  2) OTHER AEROSPACE RESEARCH, DEVELOPMENT, AND ENGINEERING SUPPORT.  TASK ORDERS WITHIN THE CATEGORY OF OTHER AEROSPACE RESEARCH, DEVELOPMENT AND ENGINEERING SUPPORT ARE INTENDED TO INCLUDE A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM RESPONSIBILITIES AND ASSIGNMENTS.  REGARDLESS OF CATEGORY, TASK ORDERS MAY BE ISSUED RELATED TO AUTONOMOUS DEEP-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, EXPERIMENTS, INSTRUMENTS OR OTHER DEVICES THAT MAY BE CARRIED AS PAYLOADS ON THE SPACE SHUTTLE OR ON OTHER SPACECRAFT. TASK ASSIGNMENTS WILL EXPLICITLY DESCRIBE A BROAD RANGE OF HARDWARE, SOFTWARE, SYSTEMS ENGINEERING, SCIENTIFIC ANALYSIS, AND MANAGEMENT EFFORTS INCLUDING PROGRAM AND PROJECT MANAGEMENT AND ADMINISTRATION.",0.0,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,,THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,,LAUREL,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MARSHALL SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",2016-06-06,2021-03-01,LAUREL,MD,UNITED STATES,3081745.0,6511025.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
291828368,80NSSC19P1391,,CONT_AWD_80NSSC19P1391_8000_-NONE-_-NONE-,P00001,2019-12-26,2020,M,M,SPYDER 3-1 MOTOR BUILD AND TEST,0.0,UP AEROSPACE INC,DZN8NYWLC748,173583084,UP AEROSPACE INC,DZN8NYWLC748,173583084,LITTLETON,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,AC31,R&D- DEFENSE SYSTEM: SHIPS (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-07-02,2020-10-01,LITTLETON,CO,UNITED STATES,121627.89,121627.89,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
311364900,NNG09EK06C,,CONT_AWD_NNG09EK06C_8000_-NONE-_-NONE-,48,2019-12-26,2020,C,C,"DIVINER LUNAR RADIOMETER EXPERIMENT (DLRE), UNIVERSITY OF CALIFORNIA-LOS ANGELES (UCLA) SEGMENT, PHASE D/E EFFORT UNDER THE LRO PROJECT",250000.0,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",RN64EPNH8JC6,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",RN64EPNH8JC6,,LOS ANGELES,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,1820,SPACE VEHICLE COMPONENTS,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,2009-01-01,2028-09-30,LOS ANGELES,CA,UNITED STATES,32647624.0,37337616.0,A,FULL AND OPEN COMPETITION,S,COST NO FEE,,NO SET ASIDE USED.,1.0,True
291828547,80NSSC19P1623,,CONT_AWD_80NSSC19P1623_8000_-NONE-_-NONE-,P00001,2019-12-26,2020,M,M,"OT - DESIGN, MANFACTURE AND CALIBRATION",0.0,THOMAS KEATING LIMITED,FQEYHCXN3LC1,216179838,THOMAS KEATING LIMITED,FQEYHCXN3LC1,216179838,BILLINGSHURST,,UNITED KINGDOM,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,6650,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2019-07-24,2020-02-10,GREENBELT,MD,UNITED STATES,34500.0,34500.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291808302,80HQTR18F0236,NNH16CM05Z,CONT_AWD_80HQTR18F0236_8000_NNH16CM05Z_8000,P00003,2019-12-26,2020,C,C,NASA PERSONAL PROPERTY ASSESSMENT SUPPORT.,92825.4,LOGISTICS MANAGEMENT INSTITUTE,XV6BLPWT44H7,,LOGISTICS MANAGEMENT INSTITUTE,XV6BLPWT44H7,,TYSONS,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2018-07-02,2021-11-30,WASHINGTON,DC,UNITED STATES,1547969.07,1547969.07,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291831534,80NSSC20P0370,,CONT_AWD_80NSSC20P0370_8000_-NONE-_-NONE-,0,2019-12-26,2020,,,AIAA MEETING PAPERS - ONLINE,10550.0,"AMERICAN INSTITUTE OF AERONAUTICS AND ASTRONAUTICS, INC",EX2NKFMKGDH8,68238583,"AMERICAN INSTITUTE OF AERONAUTICS AND ASTRONAUTICS, INC",EX2NKFMKGDH8,68238583,RESTON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,R699,SUPPORT- ADMINISTRATIVE: OTHER,511120,PERIODICAL PUBLISHERS,2019-12-26,2019-12-26,RESTON,VA,UNITED STATES,10550.0,10550.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291831533,80NSSC20P0369,,CONT_AWD_80NSSC20P0369_8000_-NONE-_-NONE-,0,2019-12-26,2020,,,HQ- EXECUTIVE COACHING PROGRAM - ONSITE TRAINING PURCHASE REQUEST,17600.0,BUTLER COMMUNICATIONS LLC,SMY2GBYF3FT6,,BUTLER COMMUNICATIONS LLC,SMY2GBYF3FT6,,VIENNA,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,2019-12-26,2021-05-31,VIENNA,VA,UNITED STATES,0.0,0.0,G,NOT COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291828414,80NSSC19P1445,,CONT_AWD_80NSSC19P1445_8000_-NONE-_-NONE-,P00001,2019-12-26,2020,M,M,STRAY LIGHT ANALYSIS FOR THE L'RALPH INSTRUMENT,0.0,PHOTON ENGINEERING LLC,DK7YDMNGQNG4,112053970,PHOTON ENGINEERING LLC,DK7YDMNGQNG4,112053970,TUCSON,AZ,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,B599,SPECIAL STUDIES/ANALYSIS- OTHER,541330,ENGINEERING SERVICES,2019-07-03,2019-12-31,TUCSON,AZ,UNITED STATES,31920.0,31920.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291831471,80NSSC20P0265,,CONT_AWD_80NSSC20P0265_8000_-NONE-_-NONE-,0,2019-12-24,2020,,,REPAIR OF HYDRAULIC RESERVOIR.,83190.21,INTEGRATED PROCUREMENT TECHNOLOGIES,KE56BGW71DY3,947783122,INTEGRATED PROCUREMENT TECHNOLOGIES,KE56BGW71DY3,947783122,GOLETA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,2019-12-24,2020-12-24,GOLETA,CA,UNITED STATES,83190.21,83190.21,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291831535,80NSSC20P0371,,CONT_AWD_80NSSC20P0371_8000_-NONE-_-NONE-,0,2019-12-24,2020,,,OFFICE FURNITURE,90259.48,"SSJ, INC.",CUTFCNL2Z9J8,80130178,"SSJ, INC.",CUTFCNL2Z9J8,80130178,SAN JOSE,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,7110,OFFICE FURNITURE,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,2019-12-24,2020-07-01,SAN JOSE,CA,UNITED STATES,90259.48,90259.48,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291831531,80NSSC20P0366,,CONT_AWD_80NSSC20P0366_8000_-NONE-_-NONE-,0,2019-12-23,2020,,,CONCURRENT IHAWK COMPUTER ANNUAL MAINTENANCE RENEWAL LICENSE,35016.0,"CONCURRENT REAL-TIME, INC.",YK46GJRH4W87,80573039,"CONCURRENT REAL-TIME, INC.",YK46GJRH4W87,80573039,POMPANO BEACH,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,334111,ELECTRONIC COMPUTER MANUFACTURING,2019-12-23,2019-12-30,POMPANO BEACH,FL,UNITED STATES,35016.0,35016.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291825534,80NSSC19C0229,,CONT_AWD_80NSSC19C0229_8000_-NONE-_-NONE-,P00001,2019-12-23,2020,M,M,MID-SCALE JBK-75 LASER WIRE DIRECT CLOSEOUT (LWDC) - JBK-75 PROCESS DEVELOPMENT - JBK-75,0.0,"KEYSTONE SYNERGISTIC ENTERPRISES, LLC",PKMKULB388Z4,114133213,"KEYSTONE SYNERGISTIC ENTERPRISES, LLC",PKMKULB388Z4,114133213,PORT SAINT LUCIE,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-08-11,2020-02-15,PORT SAINT LUCIE,FL,UNITED STATES,399983.0,399983.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,500.0,True
291815636,80MSFC18F0011,NNM12AA01B,CONT_AWD_80MSFC18F0011_8000_NNM12AA01B_8000,P00005,2019-12-23,2020,B,B,"UTILIZING SUBJECT MATTER EXPERTS IN THE AREAS OF ENGINEERING ASSESSMENTS AND SOFTWARE ASSURANCE, AEROSPACE CORPORATION SHALL PROVIDE SUPPORT TO THE SAFETY MISSION ASSURANCE ASSESSMENT TEAM IN REVIEWING THE SPACE LAUNCH SYSTEMS PROGRAM.",0.0,THE AEROSPACE CORPORATION,YA8LJBJCND19,,THE AEROSPACE CORPORATION,YA8LJBJCND19,,EL SEGUNDO,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MARSHALL SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,2017-10-16,2020-09-30,EL SEGUNDO,CA,UNITED STATES,83410.44,83553.23,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
291830002,80NSSC20F0252,GS35F113GA,CONT_AWD_80NSSC20F0252_8000_GS35F113GA_4732,0,2019-12-23,2020,,,IRIS MAINTENANCE RENEWAL,22896.62,IRIS INTELLIGENCE LIMITED,T2KHEF2C7NN6,210112695,IRIS INTELLIGENCE LIMITED,T2KHEF2C7NN6,210112695,BATH,,UNITED KINGDOM,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,7045,INFORMATION TECHNOLOGY SUPPLIES,511210,SOFTWARE PUBLISHERS,2019-12-23,2020-12-31,,,UNITED KINGDOM,22896.62,22896.62,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,1.0,True
311323762,NNA13AA01T,NNA10DF16B,CONT_AWD_NNA13AA01T_8000_NNA10DF16B_8000,44,2019-12-23,2020,B,B,ORS RAPID RESPONSE BRANCH. COMMUNICATIONS DEVELOPMENT UNDER THE RRSW IDIQ CONTRACT. THE OBJECTIVE OF THIS TASK ORDER IS TO DEVELOP SPECIAL UNIQUE UPGRADED SATELLITE COMMUNICATION TECHNOLOGIES.,211492.0,AXIENT LLC,MHJ2S6K2LKP5,,AXIENT LLC,MHJ2S6K2LKP5,,ARLINGTON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,Department of Defense,Department of the Air Force,C,DELIVERY ORDER,AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2012-11-16,2022-09-30,ARLINGTON,VA,UNITED STATES,133312995.37,133396148.39,A,FULL AND OPEN COMPETITION,U,COST PLUS FIXED FEE,,,,True
291817586,80NM0018F0563,80NM0018D0004,CONT_AWD_80NM0018F0563_8000_80NM0018D0004_8000,P00009,2019-12-23,2020,C,C,SCIENCE MISSION DIRECTORATE EARTH SCIENCE DIVISION NATIONAL CLIMATE ASSESSMENT - 2013,35000.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2018-10-01,2022-09-30,PASADENA,CA,UNITED STATES,1795959.12,1795959.12,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
291831499,80NSSC20P0312,,CONT_AWD_80NSSC20P0312_8000_-NONE-_-NONE-,P00001,2019-12-23,2020,C,C,ELECTRIFIED AIRCRAFT PROPULSION (EAP) PERFORMANCE MODELING DERIVATIVES,-662.0,NORTHWIND PROPULSION INC,NBZ7NHC1K8Q1,117240644,NORTHWIND PROPULSION INC,NBZ7NHC1K8Q1,117240644,HEATH,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,AG94,R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-12-23,2020-09-30,HEATH,OH,UNITED STATES,83603.0,83603.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
